id,summary,content,steps,notes,status
dieu_khoan__ans_81,Nghĩa vụ và trách nhiệm của Khách hàng khi sử dụng Ví điện tử VNPT Pay,"Quý khách có nghĩa vụ tuân thủ pháp luật và các quy định an toàn của VNPT, chịu trách nhiệm đối với các sai sót, lừa đảo do lỗi cá nhân; cung cấp và cập nhật đầy đủ, chính xác thông tin hồ sơ; bảo mật mật khẩu, thông tin xác thực và quản lý thiết bị cài đặt ứng dụng, VNPT không chịu trách nhiệm trong trường hợp để lộ thông tin hoặc thất lạc thiết bị; thanh toán đầy đủ phí dịch vụ theo biểu phí hiện hành; phối hợp hoàn trả số tiền VNPT chuyển thừa, chuyển nhầm trong thời hạn 03 ngày làm việc và đồng ý để VNPT tự động trích thu hồi; gửi yêu cầu tra soát, khiếu nại trong vòng 60 ngày kể từ ngày giao dịch; và bảo đảm các phương thức nhận thông báo hoạt động để tiếp nhận thông tin từ VNPT.",,,active
dieu_khoan__ans_82,VNPT có những quyền gì trong quá trình cung cấp dịch vụ Ví điện tử VNPT Pay?,"VNPT có các quyền hạn chính sau:
- Yêu cầu Quý khách cung cấp hồ sơ, thông tin cần thiết và có quyền chấp thuận hoặc từ chối giao kết dịch vụ mà không cần báo lý do.
- Tự động trích nợ, phong tỏa, đóng hoặc tất toán số dư ví để xử lý theo thỏa thuận hoặc quy định pháp luật.
- Từ chối thực hiện lệnh thanh toán nếu: Lệnh không hợp lệ; thông tin không khớp; ví bị đóng/phong tỏa; Quý khách vi phạm hành vi bị cấm hoặc từ chối cung cấp thông tin định danh.
- Quy định hạn mức, phạm vi sử dụng và các biện pháp bảo mật.
- Thu phí dịch vụ và nâng cấp, điều chỉnh hệ thống để tối ưu hóa trải nghiệm của Quý khách.",,,active
dieu_khoan__ans_83,Trách nhiệm và nghĩa vụ của VNPT đối với Khách hàng khi cung cấp dịch vụ,"VNPT cam kết tuân thủ pháp luật trong cung ứng dịch vụ và bảo đảm an toàn số dư Ví điện tử; hướng dẫn sử dụng an toàn, tiếp nhận và giải quyết kịp thời các thắc mắc, tra soát, khiếu nại; bảo mật thông tin, dữ liệu cá nhân và giao dịch của khách hàng; thực hiện đầy đủ, chính xác các lệnh thanh toán hợp lệ, cung cấp thông tin số dư và sao kê; cập nhật định danh khách hàng định kỳ, công khai biểu phí trước khi sử dụng; và chịu trách nhiệm đối với các thiệt hại phát sinh do lỗi thuộc về VNPT.",,,active
dieu_khoan__ans_84,"Quyền của VNPT trong việc thay đổi, điều chỉnh hoặc tạm ngừng Dịch vụ Ví điện tử VNPT Pay","VNPT có quyền khóa, tạm ngừng, chấm dứt, từ chối hoặc sửa đổi các yếu tố liên quan đến dịch vụ như giao diện, tên gọi và cách thức cung cấp. Các thay đổi này sẽ được thông báo trên trang thông tin điện tử, ứng dụng VNPT Money hoặc tin nhắn SMS. Nếu Quý khách tiếp tục sử dụng dịch vụ sau khi thông báo, VNPT hiểu rằng Quý khách đã chấp thuận các thay đổi này. Trường hợp không đồng ý, Quý khách có quyền chấm dứt sử dụng dịch vụ theo quy định.",,,active
dieu_khoan__ans_85,Các trường hợp và điều kiện chấm dứt việc sử dụng Dịch vụ Ví điện tử VNPT Pay,"Việc chấm dứt dịch vụ được thực hiện trong các trường hợp sau:
1. Theo yêu cầu của Quý khách: Quý khách có quyền chấm dứt sử dụng sau khi hoàn thành mọi nghĩa vụ với VNPT.
2. VNPT chủ động chấm dứt/tạm dừng (không cần báo trước): Khi có yêu cầu của cơ quan nhà nước; khi phát hiện giả mạo, gian lận, vi phạm pháp luật; khi có rủi ro gây hại đến lợi ích của VNPT hoặc bên thứ ba; hoặc khi Quý khách không tuân thủ các yêu cầu bảo mật theo khuyến cáo.",,,active
dieu_khoan__ans_86,Quy định về tính không hủy ngang của các giao dịch đã thực hiện trên Ví điện tử VNPT Pay,"Quý khách không thể hủy, thay đổi, phủ nhận hay thoái thác bất kỳ giao dịch nào đã được thực hiện thành công, tức là thời điểm dữ liệu đã được nhập vào hệ thống xử lý của VNPT. Mọi giao dịch thành công đều được coi là có hiệu lực, không hủy ngang và Quý khách cam kết chịu hoàn toàn trách nhiệm đối với các giao dịch đó. VNPT có quyền (nhưng không bắt buộc) xem xét yêu cầu hủy giao dịch nếu đáp ứng đủ các điều kiện:
1. Yêu cầu gửi đến VNPT ngay lập tức sau khi giao dịch.
2. VNPT chưa ghi nhận hoặc chưa xử lý giao dịch trên hệ thống.
3. Việc hủy giao dịch không ảnh hưởng đến lợi ích của VNPT cũng như quyền và lợi ích của bất kỳ bên thứ ba nào khác.",,,active
dieu_khoan__ans_87,Các kênh tiếp nhận yêu cầu tra soát và khiếu nại của Khách hàng,"Quý khách có thể gửi yêu cầu tra soát, khiếu nại qua các kênh sau:
1. Tổng đài CSKH: 18001091 (nhánh 3).
2. Email: cskh.vnptmoney@vnpt.vn.
3. Fanpage chính thức: https://www.facebook.com/VNPTMoney.
4. Trực tiếp tại trụ sở: Tòa nhà VNPT, số 57 Huỳnh Thúc Kháng, Láng Hạ, Đống Đa, Hà Nội.
Lưu ý: Đối với các thông tin mật liên quan đến Ví điện tử và giao dịch, Quý khách cần tuân thủ thủ tục cung cấp thông tin theo quy định của VNPT",,,active
dieu_khoan__ans_88,"Thời hạn xử lý và thông báo kết quả tra soát, khiếu nại","Quy trình xử lý của VNPT được thực hiện theo các mốc thời gian sau:
- Thời hạn xử lý: Trong vòng 45 ngày làm việc kể từ ngày tiếp nhận yêu cầu lần đầu, VNPT sẽ thông báo kết quả cho Quý khách.
- Trường hợp chưa rõ nguyên nhân: Nếu hết thời hạn trên vẫn chưa xác định được lỗi, trong vòng 15 ngày làm việc tiếp theo, VNPT sẽ thỏa thuận với Quý khách về phương án xử lý tạm thời cho đến khi có kết luận cuối cùng từ cơ quan có thẩm quyền.
- Lưu ý: Nếu kết quả tra soát cho thấy yêu cầu khiếu nại của Quý khách là không đúng, Quý khách sẽ chịu trách nhiệm thanh toán phí tra soát theo quy định.",,,active
dieu_khoan__ans_89,Quy định về bồi hoàn tổn thất và xử lý các sai phạm pháp luật liên quan đến giao dịch,"- Bồi hoàn: VNPT thực hiện bồi hoàn tổn thất cho Quý khách trong vòng 05 ngày làm việc kể từ ngày thông báo kết quả, đối với các trường hợp tổn thất không do lỗi của Quý khách hoặc thuộc sự kiện bất khả kháng.
- Dấu hiệu tội phạm: Nếu vụ việc có dấu hiệu tội phạm, VNPT sẽ báo cáo cơ quan nhà nước và Ngân hàng Nhà nước Việt Nam. Việc xử lý khi đó sẽ thuộc trách nhiệm của cơ quan nhà nước. Sau khi có kết luận không có yếu tố tội phạm, VNPT sẽ thỏa thuận phương án xử lý với Quý khách trong vòng 15 ngày làm việc.
- Tranh chấp: Nếu các bên không đạt được thỏa thuận, vụ việc sẽ được giải quyết theo quy định của pháp luật.",,,active
dieu_khoan__ans_90,Trách nhiệm bảo mật thông tin và phạm vi quyền truy cập dữ liệu của Ví điện tử VNPT Pay,"VNPT cam kết thực hiện các biện pháp quản lý rủi ro và giải pháp công nghệ để đảm bảo an toàn tuyệt đối cho hệ thống trung gian thanh toán, đồng thời tuân thủ nghiêm ngặt các quy định về phòng, chống rửa tiền. Khi sử dụng dịch vụ, Quý khách đồng ý cho phép VNPT:
- Thông qua API để truy cập dữ liệu điện thoại như: đọc và sử dụng danh bạ, thông tin trên SIM, và truy cập Internet từ thiết bị.
- Khởi tạo, lưu trữ và cập nhật dữ liệu cá nhân để phục vụ giao dịch và giới thiệu sản phẩm phù hợp.
- Mọi dữ liệu (bao gồm dữ liệu nhạy cảm) sẽ được bảo vệ và xử lý theo quy định tại Chính sách Riêng tư.",,,active
dieu_khoan__ans_91,Quy định về quyền sở hữu trí tuệ của Ví điện tử VNPT Pay,"Tất cả các thành phần cấu thành nên dịch vụ như nhãn hiệu, thiết kế, đồ họa, phần mềm, logo, tên thương mại và các giải pháp công nghệ đều thuộc sở hữu độc quyền của VNPT (bất kể đã đăng ký hay chưa). Mọi hành vi sao chép, tái tạo, phân phối hoặc tự ý thay đổi các yếu tố liên quan đến thương hiệu sản phẩm của VNPT dưới bất kỳ hình thức nào đều bị nghiêm cấm đối với mọi cá nhân và tổ chức.",,,active
dieu_khoan__ans_92,Các trường hợp được hoàn trả tiền vào Ví điện tử VNPT Pay,"VNPT thực hiện hoàn trả tiền vào Ví điện tử của Quý khách trong các trường hợp thay đổi trạng thái dịch vụ hoặc pháp lý (chấm dứt cung ứng dịch vụ, giải thể, phá sản; không duy trì liên kết ngân hàng; đóng ví; chi trả thừa kế; hoặc theo yêu cầu của cơ quan nhà nước có thẩm quyền) và trong các trường hợp phát sinh lỗi giao dịch hoặc khiếu nại (giao dịch bị trừ tiền nhưng không ghi nhận thành công; khiếu nại được xác minh là đúng và chưa được bồi hoàn khác; hoặc hoàn trả theo yêu cầu tự nguyện của bên thụ hưởng).",,,active
dieu_khoan__ans_93,Các trường hợp VNPT được miễn trách nhiệm bồi thường khi cung cấp Dịch vụ Ví điện tử VNPT Pay,"VNPT không chịu trách nhiệm đối với các thiệt hại hoặc giao dịch không thực hiện được do sự cố kỹ thuật, tấn công mạng, virus, mã độc hoặc các nguyên nhân khách quan ngoài tầm kiểm soát; do sự kiện bất khả kháng theo quy định; do lỗi từ phía Quý khách như số dư không đủ, tài khoản bị phong tỏa, để lộ mật khẩu, mã xác thực, thông tin định danh hoặc thiết bị; do các vấn đề liên quan đến giao dịch, hàng hóa, dịch vụ của bên thứ ba; do việc công bố thông tin ngoài phạm vi quản lý của VNPT; hoặc do VNPT thực hiện các biện pháp theo quyết định của cơ quan nhà nước có thẩm quyền.",,,active
dieu_khoan__ans_94,Khái niệm và phạm vi áp dụng của sự kiện bất khả kháng,"Định nghĩa sự kiện bất khả kháng: Là những sự kiện xảy ra khách quan, không thể lường trước và không thể khắc phục dù đã áp dụng mọi biện pháp cần thiết. Các sự kiện này bao gồm:
- Hiện tượng tự nhiên: Thiên tai, dịch bệnh, hỏa hoạn, lũ lụt, sóng thần, xoáy lốc, hạn hán, động đất.
- Hiện tượng xã hội: Chiến tranh, xâm lược, khủng bố, bạo loạn, nội chiến, đảo chính, cấm vận.",,,active
dieu_khoan__ans_95,Quyền miễn trừ trách nhiệm của các bên trong trường hợp xảy ra sự kiện bất khả kháng,Quyền miễn trừ: Cả Quý khách và VNPT đều được miễn trừ mọi trách nhiệm trong việc thực hiện thỏa thuận nếu bị cản trở bởi các trường hợp bất khả kháng hoặc các tình huống tương tự vượt quá sự kiểm soát theo quy định của pháp luật.,,,active
dieu_khoan__ans_96,Luật áp dụng và quy trình giải quyết tranh chấp liên quan đến Dịch vụ Ví điện tử VNPT Pay,"1. Luật điều chỉnh: Mọi nội dung tại Thỏa thuận và Bản Điều khoản này đều được giải thích và điều chỉnh theo pháp luật Việt Nam. Các quyền, nghĩa vụ chưa được quy định tại đây cũng sẽ được thực hiện theo quy định pháp luật Việt Nam hiện hành.
2. Quy trình giải quyết tranh chấp:
- Thương lượng & Hòa giải: Khi có tranh chấp phát sinh, hai bên sẽ ưu tiên giải quyết thông qua thương lượng và hòa giải trước.
- Khởi kiện: Nếu sau 30 ngày kể từ ngày đưa ra tranh chấp mà việc hòa giải không thành công, các bên có quyền đưa vụ việc ra Tòa án có thẩm quyền tại Việt Nam để giải quyết theo quy định.",,,active
dieu_khoan__ans_97,"Hiệu lực của thỏa thuận và các quy định về chuyển nhượng, tính độc lập của điều khoản","Thỏa thuận có hiệu lực từ thời điểm Quý khách giao kết và xác nhận cho đến khi dịch vụ chấm dứt, và Quý khách có trách nhiệm hoàn thành mọi nghĩa vụ còn tồn tại; Quý khách không được chuyển nhượng hay chuyển giao bất kỳ quyền, lợi ích hoặc nghĩa vụ nào nếu không có sự chấp thuận bằng văn bản của VNPT; trường hợp bất kỳ điều khoản nào bị tuyên bố vô hiệu hoặc không thể thực hiện thì các điều khoản còn lại vẫn giữ nguyên hiệu lực.",,,active
dieu_khoan__ans_98,Dịch vụ Mobile Money áp dụng cho những đối tượng nào và trong phạm vi nào?,"Bản Điều khoản và Điều kiện này áp dụng cho tất cả khách hàng mở tài khoản và sử dụng dịch vụ Mobile Money của VNPT. Đối với các sản phẩm hoặc dịch vụ khác, có thể có các quy định đặc thù riêng được áp dụng song song.",,,active
dieu_khoan__ans_99,Khách hàng cần chấp thuận những điều khoản nào khi sử dụng Mobile Money?,"Quý khách có thể liên hệ hỗ trợ cung cấp thông tin giao dịch, báo mất sim/điện thoại hoặc yêu cầu tra soát khiếu nại qua các kênh: Tổng đài 18001091 (nhánh 3); Email cskh.vnptmoney@vnpt.vn; Fanpage chính thức; Trực tiếp tại số 57 Huỳnh Thúc Kháng, Hà Nội hoặc các điểm kinh doanh theo danh sách công khai. Đối với các thông tin mật liên quan đến tài khoản và giao dịch, Quý khách đồng ý tuân thủ đúng thủ tục cung cấp thông tin theo quy định riêng của VNPT.",,,active
dieu_khoan__ans_100,Điều kiện và hình thức đăng ký mở tài khoản Mobile Money là gì?,Quý khách có thể mở tài khoản trực tuyến hoặc trực tiếp tại các điểm kinh doanh nếu số thuê bao di động đã kích hoạt và sử dụng liên tục ít nhất 03 tháng. Mỗi khách hàng chỉ được mở duy nhất 01 tài khoản Mobile Money tại VNPT. Quý khách chịu trách nhiệm về tính chính xác của thông tin kê khai và phải thông báo ngay cho VNPT nếu có thay đổi. VNPT có quyền yêu cầu cung cấp thêm giấy tờ phù hợp với yêu cầu quản lý và pháp luật.,,,active
dieu_khoan__ans_101,Biểu phí dịch vụ Mobile Money được quy định và thay đổi như thế nào?,"Biểu phí dịch vụ được công khai trên website hoặc tại điểm kinh doanhvà có thể thay đổi tùy từng thời kỳ. VNPT thông báo thay đổi phí, hạn mức qua website, email, ứng dụng VNPT Money hoặc niêm yết tại điểm kinh doanh. Quý khách có nghĩa vụ thanh toán phí phát sinh thông qua hình thức trích nợ tài khoản. Quý khách có thể nhận sao kê qua kênh trực tuyến/trực tiếp hoặc yêu cầu cung cấp chứng từ đột xuất (có trả phí).",,,active
dieu_khoan__ans_102,Phạm vi sử dụng và yêu cầu quản lý an toàn tài khoản Mobile Money ra sao?,"Tài khoản Mobile Money chỉ áp dụng cho giao dịch nội địa hợp pháp bằng VNĐ và không dùng thanh toán xuyên biên giới. Nghiêm cấm sử dụng tài khoản cho mục đích rửa tiền, lừa đảo, gian lận hoặc thực hiện các hành vi mua, bán, thuê, cho mượn tài khoản và thông tin tài khoản. Quý khách được sử dụng số dư khả dụng cho các lệnh hợp pháp và phải xuất trình giấy tờ tùy thân khi rút tiền mặt.",,,active
dieu_khoan__ans_103,"Trách nhiệm đối soát, tra soát khiếu nại và xử lý hạch toán sai được quy định thế nào?","Quý khách có trách nhiệm tự theo dõi số dư và thông báo ngay cho VNPT khi phát hiện sai sót hoặc tài khoản bị lợi dụng. Thời hạn gửi yêu cầu tra soát, khiếu nại là 60 ngày kể từ ngày phát sinh giao dịch và Quý khách cần lưu giữ chứng từ để đối chiếu. Trường hợp VNPT ghi Có nhầm, Quý khách phải hoàn trả vô điều kiện trong vòng 03 ngày kể từ khi phát hiện hoặc nhận được thông báo.",,,active
dieu_khoan__ans_104,Trong những trường hợp nào VNPT được quyền chủ động trích nợ tài khoản Mobile Money?,"VNPT thực hiện trích nợ để thực hiện lệnh rút/chuyển tiền/thanh toán sau khi kiểm tra tính hợp lệ. VNPT được chủ động trích nợ trong các trường hợp: Theo yêu cầu cưỡng chế của cơ quan nhà nước; Điều chỉnh hạch toán sai/nhầm; Thu hồi khoản ghi Có nhầm theo yêu cầu từ ngân hàng phục vụ bên chuyển tiền; Hoặc chi trả các khoản thanh toán định kỳ, thu nợ đến hạn/quá hạn theo thỏa thuận.",,,active
dieu_khoan__ans_105,Điều kiện và quy trình tạm khóa tài khoản Mobile Money được áp dụng ra sao?,"Tài khoản bị tạm khóa một phần hoặc toàn bộ khi: Có yêu cầu từ khách hàng; Có tranh chấp/khiếu nại; VNPT phát hiện hành vi bị cấm; Hoặc khi khách hàng báo mất thiết bị di động/lộ mật khẩu để đảm bảo an toàn. Trong thời gian tạm khóa, phần dịch vụ/số dư không bị khóa vẫn sử dụng bình thường. Việc tạm khóa chấm dứt khi hết thời hạn yêu cầu hoặc khi VNPT kết thúc xác minh khách hàng không vi phạm.",,,active
dieu_khoan__ans_106,Điều kiện và quy trình phong tỏa tài khoản Mobile Money được thực hiện như thế nào?,"Tài khoản bị phong tỏa số dư khi: Có thỏa thuận trước; Có yêu cầu bằng văn bản từ cơ quan nhà nước; VNPT phát hiện nhầm lẫn ghi Có (số tiền phong tỏa không vượt quá số nhầm lẫn); Hoặc để đảm bảo thực hiện nghĩa vụ tài chính của khách hàng. Phong tỏa chấm dứt khi hết thời hạn, sự kiện phong tỏa kết thúc, có quyết định của cơ quan thẩm quyền hoặc khi VNPT đã trích đủ số tiền khách hàng có nghĩa vụ hoàn trả.",,,active
dieu_khoan__ans_107,Những trường hợp nào tài khoản Mobile Money bị đóng và thủ tục đóng tài khoản ra sao?,"Tài khoản bị đóng khi: Khách hàng yêu cầu; Khách hàng cá nhân chết/mất tích; VNPT phát hiện mạo danh, gian lận, lừa đảo; Mở tài khoản vi phạm quy định; Số thuê bao bị thu hồi/chuyển mạng giữ số; Hoặc VNPT chấm dứt hoạt động. Quý khách phải hoàn thành nghĩa vụ nợ và thanh toán phí đóng tài khoản (nếu có) trước khi thực hiện. VNPT sẽ thông báo việc đóng tài khoản qua email, SMS hoặc niêm yết tại điểm kinh doanh.",,,active
dieu_khoan__ans_108,Phương thức thông báo và cách xử lý số dư sau khi đóng tài khoản Mobile Money như thế nào?,"Số dư còn lại sau khi đóng tài khoản được chi trả theo yêu cầu của chủ tài khoản/người thừa kế hợp pháp hoặc theo quyết định của Tòa án. Nếu khách hàng chưa đến nhận, VNPT sẽ chuyển số dư sang tài khoản giữ hộ chờ thanh toán. Lịch sử giao dịch và biến động tài khoản được thông báo qua ứng dụng VNPT Money, email hoặc SMS. VNPT cũng thông báo trước ít nhất 30 ngày khi giấy tờ tùy thân của Quý khách hết hiệu lực.",,,active
dieu_khoan__ans_109,Khách hàng có những quyền gì khi sử dụng dịch vụ Mobile Money?,"Quý khách có quyền sử dụng các dịch vụ trên tài khoản đã đăng ký theo quy định pháp luật và của VNPT. Quý khách được yêu cầu tư vấn, hướng dẫn sử dụng; được thông báo đầy đủ về dịch vụ và mức phí. VNPT đảm bảo an toàn số dư, bảo mật thông tin tài khoản và cung cấp sao kê, thông tin giao dịch theo yêu cầu. Quý khách có quyền thay đổi thông tin đăng ký, yêu cầu tra soát khiếu nại hoặc ngừng sử dụng dịch vụ nếu không đồng ý với các nội dung sửa đổi của VNPT.",,,active
dieu_khoan__ans_110,Nghĩa vụ và trách nhiệm của Khách hàng khi sử dụng dịch vụ Mobile Money là gì?,"Quý khách có nghĩa vụ tuân thủ các quy định an toàn, chính sách của VNPT và chịu trách nhiệm cho mọi giao dịch do mình thực hiện. Quý khách cần cung cấp thông tin chính xác, cập nhật kịp thời khi có thay đổi và tự quản lý, bảo mật mật khẩu/tên truy cập. Quý khách có trách nhiệm thanh toán đầy đủ các khoản phí; thông báo ngay khi phát hiện sai sót hoặc tài khoản bị lợi dụng. Trường hợp nhận được thông báo về khoản tiền ghi Có nhầm hoặc rút thừa, Quý khách phải hoàn trả vô điều kiện cho VNPT trong vòng 03 ngày",,,active
dieu_khoan__ans_111,Thời hạn gửi yêu cầu tra soát và việc tiếp nhận thông báo được quy định ra sao?,"Quý khách cần gửi yêu cầu tra soát, khiếu nại bằng văn bản trong vòng 90 ngày làm việc kể từ ngày nhận thông báo giao dịch hoặc quyền lợi bị vi phạm; quá thời hạn này VNPT có quyền từ chối xử lý. Thông báo từ VNPT qua thư, email, SMS hoặc ứng dụng VNPT Money được coi là khách hàng đã nhận sau 05 ngày gửi đi hoặc công bố. Quý khách đồng ý nhận tin nhắn quảng cáo từ VNPT/đối tác nhưng có quyền từ chối hoặc giới hạn qua tổng đài hỗ trợ.",,,active
dieu_khoan__ans_112,VNPT có những quyền gì trong quá trình cung cấp dịch vụ Mobile Money?,"VNPT có quyền trích nợ tài khoản để thu phí, nợ đến hạn; phong tỏa hoặc đóng tài khoản để xử lý vi phạm hoặc theo yêu cầu cơ quan nhà nước. VNPT được quyền truy cập, xử lý thông tin khách hàng để nâng cao chất lượng dịch vụ; yêu cầu cung cấp tài liệu cần thiết và điều chỉnh kịp thời các tài khoản mở sai. VNPT có quyền từ chối thực hiện yêu cầu dịch vụ và giữ lại tang vật nếu phát hiện dấu hiệu vi phạm pháp luật hoặc nghi ngờ tài khoản bị lợi dụng.",,,active
dieu_khoan__ans_113,Nghĩa vụ và trách nhiệm của VNPT đối với Khách hàng khi cung cấp dịch vụ Mobile Money?,"VNPT cam kết tuân thủ quy định cung ứng dịch vụ; công khai danh sách điểm kinh doanh và biểu phí. VNPT có trách nhiệm bảo mật thông tin, an toàn số dư và thực hiện lệnh thanh toán đầy đủ, kịp thời cho khách hàng. VNPT thực hiện giải quyết tra soát khiếu nại và cung cấp sao kê giao dịch theo thỏa thuận. Khi nhận thông báo sim/điện thoại bị mất, VNPT có nghĩa vụ tạm khóa tài khoản sau khi xác minh thông tin.",,,active
dieu_khoan__ans_114,Các giao dịch Mobile Money đã thực hiện có được hủy hoặc thay đổi không?,"Quý khách không thể hủy, thay đổi, phủ nhận hay thoái thác bất kỳ giao dịch nào đã thực hiện thành công, được tính từ thời điểm dữ liệu được nhập vào hệ thống xử lý của VNPT. Mọi giao dịch thành công đều có giá trị và không thể hủy ngang, Quý khách cam kết chịu hoàn toàn trách nhiệm đối với các giao dịch này. VNPT có quyền (nhưng không bắt buộc) xem xét hủy giao dịch nếu Quý khách gửi yêu cầu ngay lập tức, hệ thống chưa ghi nhận/xử lý và việc hủy không gây ảnh hưởng đến lợi ích của VNPT hay bất kỳ bên thứ ba nào khác.",,,active
dieu_khoan__ans_115,Biểu phí và hạn mức giao dịch Mobile Money được áp dụng như thế nào?,Quý khách có thể mở tài khoản trực tuyến hoặc trực tiếp tại các điểm kinh doanh nếu số thuê bao di động đã kích hoạt và sử dụng liên tục ít nhất 03 tháng. Mỗi khách hàng chỉ được mở duy nhất 01 tài khoản Mobile Money tại VNPT. Quý khách chịu trách nhiệm về tính chính xác của thông tin kê khai và phải thông báo ngay cho VNPT nếu có thay đổi. VNPT có quyền yêu cầu cung cấp thêm giấy tờ phù hợp với yêu cầu quản lý và pháp luật.,,,active
dieu_khoan__ans_116,VNPT có quyền thay đổi biểu phí và hạn mức giao dịch Mobile Money ra sao?,"VNPT có quyền thay đổi biểu phí, mức phí, phương thức thu và hạn mức theo từng thời kỳ. Các điều chỉnh này được thông báo qua website, email đăng ký, ứng dụng VNPT Money hoặc niêm yết tại điểm kinh doanh. Trường hợp Quý khách không đồng ý với biểu phí hoặc giới hạn giao dịch mới, Quý khách có quyền yêu cầu đóng tài khoản.",,,active
dieu_khoan__ans_117,Khách hàng có quyền chủ động chấm dứt sử dụng dịch vụ Mobile Money trong những trường hợp nào?,"Quý khách có quyền chấm dứt dịch vụ sau khi hoàn thành mọi nghĩa vụ với VNPT. Việc chấm dứt có hiệu lực sau 07 ngày kể từ khi VNPT nhận thông báo hoặc ghi nhận sự không chấp thuận điều khoản sửa đổi từ Quý khách. Trong thời gian chờ chấm dứt, nếu Quý khách tiếp tục sử dụng dịch vụ thì vẫn phải tuân thủ các điều khoản hiện hành. Ngoài ra, VNPT có quyền đơn phương chấm dứt cung cấp dịch vụ và sẽ thông báo trước cho Quý khách 30 ngày.",,,active
dieu_khoan__ans_118,Trong những trường hợp nào VNPT được quyền tạm dừng hoặc từ chối cung cấp dịch vụ Mobile Money?,"VNPT được quyền tạm dừng, từ chối hoặc chấm dứt dịch vụ không cần báo trước khi: Có yêu cầu từ cơ quan nhà nước; Phát hiện dấu hiệu giả mạo, gian lận, rủi ro gây hại cho các bên; Khách hàng không tuân thủ bảo mật hoặc nghi ngờ liên quan đến tội phạm, rửa tiền. Dịch vụ cũng bị gián đoạn khi VNPT bảo trì hệ thống (theo đúng quy trình pháp luật); khi khách hàng cung cấp thông tin không khớp, từ chối xác minh danh tính hoặc khi tài khoản đang bị khóa/phong tỏa.",,,active
dieu_khoan__ans_119,"Khách hàng có thể tra soát, khiếu nại dịch vụ Mobile Money qua những kênh nào?","Quý khách có thể liên hệ hỗ trợ cung cấp thông tin giao dịch, báo mất sim/điện thoại hoặc yêu cầu tra soát khiếu nại qua các kênh: Tổng đài 18001091 (nhánh 3); Email cskh.vnptmoney@vnpt.vn; Fanpage chính thức; Trực tiếp tại số 57 Huỳnh Thúc Kháng, Hà Nội hoặc các điểm kinh doanh theo danh sách công khai. Đối với các thông tin mật liên quan đến tài khoản và giao dịch, Quý khách đồng ý tuân thủ đúng thủ tục cung cấp thông tin theo quy định riêng của VNPT.",,,active
dieu_khoan__ans_120,"Thời hạn xử lý và thông báo kết quả tra soát, khiếu nại Mobile Money là bao lâu?","Quý khách có trách nhiệm duy trì phương tiện tiếp nhận thông báo và cập nhật quy định sử dụng tài khoản. Trong trường hợp hết thời hạn xử lý mà vẫn chưa xác định được lỗi thuộc về bên nào, VNPT sẽ thỏa thuận với Quý khách về phương án xử lý trong vòng 15 ngày làm việc tiếp theo cho đến khi có kết luận cuối cùng của cơ quan có thẩm quyền. Nếu các bên không đạt được thỏa thuận hoặc không đồng ý với quá trình xử lý, việc giải quyết tranh chấp sẽ thực hiện theo quy định của pháp luật.",,,active
dieu_khoan__ans_121,Việc bồi hoàn tổn thất và xử lý các sai phạm pháp luật liên quan đến giao dịch Mobile Money được quy,"VNPT thực hiện bồi hoàn tổn thất trong vòng 05 ngày làm việc kể từ ngày thông báo kết quả, áp dụng cho các trường hợp không do lỗi của Quý khách hoặc không phải sự kiện bất khả kháng. Nếu vụ việc có dấu hiệu tội phạm, VNPT sẽ báo cáo cơ quan chức năng và Ngân hàng Nhà nước, đồng thời thông báo trạng thái xử lý cho Quý khách bằng văn bản. Khi cơ quan nhà nước kết luận không có yếu tố tội phạm, VNPT sẽ thỏa thuận phương án xử lý với Quý khách trong vòng 15 ngày làm việc kể từ ngày có kết luận.",,,active
dieu_khoan__ans_122,Trách nhiệm bảo mật thông tin và phạm vi quyền truy cập dữ liệu của VNPT đối với Mobile Money ra sao,"VNPT cam kết thực hiện các biện pháp quản lý rủi ro, đảm bảo an toàn kỹ thuật và giải pháp công nghệ cho hệ thống cung cấp dịch vụ. VNPT tuân thủ các quy định về an toàn giao dịch điện tử và phòng, chống rửa tiền theo quy định pháp luật. Khi sử dụng dịch vụ, Quý khách đồng ý cho phép VNPT truy cập dữ liệu điện thoại qua API để đọc danh bạ, thông tin trên SIM và truy cập Internet. Quý khách cũng đồng ý để VNPT/Đối tác lưu trữ và sử dụng dữ liệu cá nhân phát sinh nhằm mục đích phục vụ giao dịch và giới thiệu sản phẩm, dịch vụ phù hợp.",,,active
dieu_khoan__ans_123,Dữ liệu cá nhân và quyền sở hữu trí tuệ trong dịch vụ Mobile Money được bảo vệ như thế nào?,"Mọi thông tin và dữ liệu của Quý khách được bảo vệ, xử lý theo Chính sách riêng tư của VNPT. Tất cả các thành phần cấu thành dịch vụ Mobile Money như nhãn hiệu, phần mềm, giải pháp công nghệ, logo và báo cáo đều thuộc sở hữu độc quyền của VNPT, dù đã đăng ký hay chưa. Nghiêm cấm mọi cá nhân, tổ chức sao chép, tái tạo, phân phối hoặc tự ý thay đổi các yếu tố liên quan đến thương hiệu VNPT dưới bất kỳ hình thức nào.",,,active
